date,pol_ru,rank,avg_score
Oct-07,Нарышкин Сергей Евгеньевич,19–20,5.19
Oct-07,Абрамович Роман Аркадьевич,21,5.13
Oct-07,Чубайс Анатолий Боpисович,22,5.00
Oct-07,Матвиенко Валентина Ивановна,23–24,4.94
Oct-07,Нургалиев Рашид Гумарович,23–24,4.94
Oct-07,Кожин Владимир Игоревич,25,4.81
Oct-07,Шойгу Сеpгей Кужугетович,26,4.75
Oct-07,Гордеев Алексей Васильевич,27,4.69
Oct-07,Эрнст Константин Львович,28,4.63
Oct-07,Громов Алексей Алексеевич,29–32,4.56
Oct-07,Ковальчук Юрий Валентинович,29–32,4.56
Oct-07,Лавров Сергей Викторович,29–32,4.56
Oct-07,Миронов Сергей Михайлович,29–32,4.56
Oct-07,Голикова Татьяна Алексеевна,33,4.50
Oct-07,Алекперов Вагит Юсуфович,34–36,4.44
Oct-07,Добродеев Олег Борисович,34–36,4.44
Oct-07,Черкесов Виктор Васильевич,34–36,4.44
Oct-07,Чайка Юрий Яковлевич,37–38,4.38
Oct-07,Шаймиев Минтимеp Шаpипович,37–38,4.38
Oct-07,Потанин Владимир Олегович,39–41,4.31
Oct-07,Приходько Сергей Эдуардович,39–41,4.31
Oct-07,Христенко Виктор Борисович,39–41,4.31
Oct-07,Ткачев Александр Николаевич,42,4.25
Oct-07,Зюганов Геннадий Андpеевич,43–45,4.19
Oct-07,Набиуллина Эльвира Сахипзадовна,43–45,4.19
Oct-07,Шувалов Игорь Иванович,43–45,4.19
Oct-07,Жуков Александр Дмитриевич,46,4.13
Oct-07,Фридман Михаил Маратович,47,4.06
Oct-07,Богданчиков Сергей Михайлович,48–51,4.00
Oct-07,Володин Вячеслав Викторович,48–51,4.00
Oct-07,Игнатьев Сергей Михайлович,48–51,4.00
Oct-07,Рейман Леонид Дододжонович,48–51,4.00
Oct-07,Евтушенков Владимир Петрович,52–53,3.94
Oct-07,Кириенко Сергей Владиленович,52–53,3.94
Oct-07,Кадыров Рамзан Ахматович,54–56,3.88
Oct-07,Трутнев Юрий Петрович,54–56,3.88
Oct-07,Чуров Владимир Евгеньевич,54–56,3.88
Oct-07,Мордашов Алексей Александрович,57,3.81
Oct-07,Рахимов Муртаза Губайдуллович,58,3.75
Oct-07,Вайншток Семен Михайлович,59–63,3.69
Oct-07,Волошин Александр Стальевич,59–63,3.69
Oct-07,Костин Андрей Леонидович,59–63,3.69
Oct-07,Левитин Игорь Евгеньевич,59–63,3.69
Oct-07,Фрадков Михаил Ефимович,59–63,3.69
Oct-07,Громов Борис Всеволодович,64–65,3.63
Oct-07,Степашин Сергей Вадимович,64–65,3.63
Oct-07,Авен Петр Олегович,66,3.56
Oct-07,Балуевский Юрий Николаевич,67–69,3.50
Oct-07,Жириновский Владимир Вольфович,67–69,3.50
Oct-07,Кирилл (Патриарх Московский и всея Руси),67–69,3.50
Oct-07,Артемьев Игорь Юрьевич,70–72,3.44
Oct-07,Дворкович Аркадий Владимирович,70–72,3.44
Oct-07,Устинов Владимир Васильевич,70–72,3.44
Oct-07,Лебедев Вячеслав Михайлович,73,3.38
Oct-07,Греф Герман Оскарович,74–76,3.31
Oct-07,Клебанов Илья Иосифович,74–76,3.31
Oct-07,Хлопонин Александр Геннадиевич,74–76,3.31
Oct-07,Фурсенко Андрей Александрович,77,3.25
Oct-07,Абрамов Александр Сергеевич,78–80,3.19
Oct-07,Полтавченко Георгий Сергеевич,78–80,3.19
Oct-07,Шанцев Валерий Павлинович,78–80,3.19
Oct-07,Бельянинов Андрей Юрьевич,81,3.13
Oct-07,Алешин Борис Сергеевич,82,3.06
Oct-07,Казьмин Андрей Ильич,83–85,3.00
Oct-07,Тулеев Амангельды Молдагазыевич,83–85,3.00
Oct-07,Ресин Владимир Иосифович,83–85,3.00
Oct-07,Поллыева Джахан Реджеповна,86,2.94
Oct-07,Васильев Владимир Абдуалиевич,87–89,2.81
Oct-07,Зорькин Валерий Дмитриевич,87–89,2.81
Oct-07,Улюкаев Алексей Валентинович,87–89,2.81
Oct-07,Гурьев Андрей Григорьевич,90–93,2.75
Oct-07,Коновалов Александр Владимирович,90–93,2.75
Oct-07,Плигин Владимир Николаевич,90–93,2.75
Oct-07,Пугачев Сергей Викторович,90–93,2.75
Oct-07,Говорун Олег Маркович,94–97,2.69
Oct-07,Морозов Олег Викторович,94–97,2.69
Oct-07,Пpимаков Евгений Максимович,94–97,2.69
Oct-07,Швыдкой Михаил Ефимович,94–97,2.69
Oct-07,Исхаков Камиль Шамильевич,98,2.56
Oct-07,Исаев Андрей Константинович,99–105,2.44
Oct-07,Бабаков Александр Михайлович,99–105,2.44
Oct-07,Боос Георгий Валентинович,99–105,2.44
Oct-07,Зеленин Дмитрий Вадимович,99–105,2.44
Oct-07,Косачев Константин Иосифович,99–105,2.44
Oct-07,Ромодановский Константин Олегович,99–105,2.44
Oct-07,Ястржембский Сергей Владимирович,99–105,2.44
Nov-07,Путин Владимир Владимирович,1,9.87
Nov-07,Сечин Игорь Иванович,2-3,7.60
Nov-07,Сурков Владислав Юрьевич,2-3,7.60
Nov-07,Медведев Дмитрий Анатольевич,4,7.20
Nov-07,Иванов Сергей Борисович,5,7.07
Nov-07,Зубков Виктор Алексеевич,6-7,7.00
Nov-07,Кудрин Алексей Леонидович,6-7,7.00
Nov-07,Патрушев Николай Платонович,8,6.87
Nov-07,Собянин Сергей Семенович,9,6.67
Nov-07,Миллер Алексей Борисович,10,6.60
Nov-07,Алексий II,11,6.40
Nov-07,Иванов Виктор Петрович,12,6.33
Nov-07,Козак Дмитрий Николаевич,13-14,6.07
Nov-07,Лужков Юpий Михайлович,13-14,6.07
Nov-07,Якунин Владимир Иванович,15,6.00
Nov-07,Нарышкин Сергей Евгеньевич,16,5.80
Nov-07,Чемезов Сергей Викторович,17,5.73
Nov-07,Грызлов Борис Вячеславович,18,5.67
Nov-07,Матвиенко Валентина Ивановна,19,5.53
Nov-07,Ковальчук Юрий Валентинович,20-22,5.53
Nov-07,Нургалиев Рашид Гумарович,20-22,5.53
Nov-07,Сердюков Анатолий Эдуардович,20-22,5.53
Nov-07,Дерипаска Олег Владимирович,23,5.27
Nov-07,Абрамович Роман Аркадьевич,24-25,5.20
Nov-07,Шойгу Сеpгей Кужугетович,24-25,5.20
Nov-07,Голикова Татьяна Алексеевна,26-28,5.13
Nov-07,Гордеев Алексей Васильевич,26-26,5.13
Nov-07,Кожин Владимир Игоревич,26-28,5.13
Nov-07,Громов Алексей Алексеевич,29,5.07
Nov-07,Черкесов Виктор Васильевич,30,4.93
Nov-07,Лавров Сергей Викторович,31-34,4.87
Nov-07,Христенко Виктор Борисович,31-34,4.87
Nov-07,Чубайс Анатолий Боpисович,31-34,4.87
Nov-07,Эрнст Константин Львович,31-34,4.87
Nov-07,Алекперов Вагит Юсуфович,35-36,4.73
Nov-07,Потанин Владимир Олегович,35-36,4.73
Nov-07,Добродеев Олег Борисович,37-38,4.67
Nov-07,Тимченко Геннадий Николаевич,37-38,4.67
Nov-07,Богданчиков Сергей Михайлович,39-41,4.60
Nov-07,Миронов Сергей Михайлович,39-41,4.60
Nov-07,Шувалов Игорь Иванович,39-41,4.60
Nov-07,Набиуллина Эльвира Сахипзадовна,42,4.53
Nov-07,Приходько Сергей Эдуардович,43,4.47
Nov-07,Бастрыкин Александр Иванович,44-45,4.40
Nov-07,Чайка Юрий Яковлевич,44-45,4.40
Nov-07,Игнатьев Сергей Михайлович,46-49,4.33
Nov-07,Мордашов Алексей Александрович,46-49,4.33
Nov-07,Фридман Михаил Маратович,46-49,4.33
Nov-07,Шаймиев Минтимеp Шаpипович,46-49,4.33
Nov-07,Кадыров Рамзан Ахматович,50-51,4.27
Nov-07,Чуров Владимир Евгеньевич,50-51,4.27
Nov-07,Володин Вячеслав Викторович,52-61,4.20
Nov-07,Евтушенков Владимир Петрович,52-61,4.20
Nov-07,Жириновский Владимир Вольфович,52-61,4.20
Nov-07,Жуков Александр Дмитриевич,52-61,4.20
Nov-07,Зюганов Геннадий Андpеевич,52-61,4.20
Nov-07,Кириенко Сергей Владиленович,52-61,4.20
Nov-07,Левитин Игорь Евгеньевич,52-61,4.20
Nov-07,Рейман Леонид Дододжонович,52-61,4.20
Nov-07,Ткачев Александр Николаевич,52-61,4.20
Nov-07,Трутнев Юрий Петрович,52-61,4.20
Nov-07,Громов Борис Всеволодович,62-64,4.07
Nov-07,Костин Андрей Леонидович,62-64,4.07
Nov-07,Степашин Сергей Вадимович,62-64,4.07
